,rating,teks_setelah_prep
2019,3,foto tampil sesuai tipe televisi nya sesuai harap tipe kirim sesuai deksripsi barang foto sesuai kecewa barang kirim cepat
2020,3,lumayan remote nya hilang pakai nya tombol onoff televisi nya smartphone dukung tvnya
2021,3,televisi pilih usb av
2022,3,kecewa tarik beli ketimbang xiaomi gambar full banget displaynya asli bezel letak dalem pasang gambar real donk min cantumin asli kecewa kali coocaa puas bingung ulas
2023,3,kirim lumayan
2024,3,first impression takjub kualitas gambar suara baca file film sulit repot hdd plug n play televisi android
2025,3,produk lumayan bagus vendor kirim
2026,3,hardisk external transcand storejet m nya terima nampun pas buka trdapat warranty card jual ulas jual garansi mohon dagang dengn jujur kecewa terimakasih kondisi hardisk nya aman lancar
2027,3,fungsi masuk laptop koq pesan error detected butuh be scanned
2028,3,kondisi box robek tarik jual
2029,3,koq dapet kartu garansi sihbarang si okcuman kartu garansi nya gankemana beli dapet kartu garansinyatolong ya
2030,3,beli satu pakai watt lampu nyala bugitu colok komputer langsung mati
2031,3,barang cepat sampenya packing a rapi televisi a pas dkamar n moga awet
2032,3,terimakasih
2033,3,ryzen guys sesuai ekspektasi kembali tolong tanggung
2034,3,moga sesuai d tawar
2035,3,good
2036,3,pengirima tau salah
2037,3,mayan harga gin mh
2038,3,barang sesuai deskripsi grafis dedicated terima shared hddnya deskripsi an gb tera deskripsi ttp kecewa walo kirim cepat order malam siang
2039,3,lumayan
2040,3,barsng originalkualitas okenamun kirim lambat
2041,3,mantap juragan pengirman cepat visan barang bagus d coba
2042,3,coba
2043,3,paket terima cepat sayang file simpan memori mudah hilang kecewa kwalitas barang
2044,3,barang ok sih kirim cepat packing rapih kendala keyboard si keyboard nya ngurut tukar tempat nya bingung free headset pas cek emang murah kali barang
2045,3,handsfree headset janji adatolong cantum
2046,3,kirim cepat kerja sayang bonus headset nya sisa nya sih oke
2047,3,case hdd bagus fungsi otg usb buruk olokin hp android mana obeng lumayan pakai bongkar alat computer
2048,3,barang sesuai order
2049,3,barang kirim
2050,3,kadang suka hilang data copy an nya
2051,3,barang cepat unbox televisi nya nyala baterai remotenya masalah ganti alhamdulillah televisi nya
2052,3,televisi bagus mantap rekomen kirim cepat order malam pagi langsung kirim kecewa packing nya pakai kayu untung remuk sumatra
2053,3,tvnya sih oke terima segel kecewa adlh bonus bracket serta paket tunggu tanggap terima kasih
2054,3,televisi terima kondisi hitung cepat proses kirim sayang bracket janji bonus
2055,3,kirim beli deskripsi tulis free bracket tau
2056,3,paket nya cepat sayang promo bonus braket nya paket
2057,3,nyampek
2058,3,barang selamat
2059,3,puas penuh gb capasitasnya gb
2060,3,tampil lumayan cerah jual responsif biarpun lot balasny hehe sayang tombol power n vol do n socket charger samping aneh n terbiasalayar mudah gores kayak ntah lapis bawah kl pakai buram tuh layar isi tablet kosong melompong google diinstall wkwk kurang bintangny kapasitas rom gb simpan data sisa gb simpan muncul pesan eroro insuffient space
2061,3,layar bagus resolusi ram gb gb rom gb gb android android cepat nexus baterai impresif charge penuh malam cabut pagi turun main murah anak
2062,3,sayang layan internetnya earphone aa ya
2063,3,android kitkat ram internal baca gb storage isi file build plastik bengeut dapet harga promo k worth yutuban puas banget
2064,3,barang lumayan os nya tinggal kit kat os
2065,3,flesh nya ringan truss padet gb baca gb d pakai d pasang d computer terima data d kirim hdd pas copy aman enak ya lumayan truss d lalod bngt ecek file nya isi d buka timbulkayak ngerespon nnti salah d copy selesai flesh nya lalodkurang cepat merespon flesh sandisk gb isi data film numpukin buka respon nya cepat bngt ngalamin barusan alami inti d pakai kirim packing bagus jual ya ramah responya cepat terimakasih adata
2066,3,isi gb fungsi
2067,3,barang ok alhamdulillah mulus cacat moga awetdpt harga murah tambah diskon pakai kk cit jual kirim pas lebaran beli cepat dititp jasa kirim kapok belanja lazada bikin kapok patner jasa kirim lazada berfikir belanja barang elektronik patner jasa kirim lazada alamat gang barang anter rumah barang jemput n angkut bilang si kurir jaga mobil pd rumah gang m beli mesin cuci dianterin rumah nego maksa antar tampang cemberut kasih tips rb langsung senyamsenyum ramah ganti cemberutin telepon konfirmasi barang kirim telepon pacar sopan nya bilang telepon susah banget kata aktifitasnya hp tolng timbang lazada tuk jasa kirim elektronik
2068,3,gambar bagus suara kasih nilai dengung port hdmi cm lebih televisi
2069,3,kualitas bagus televisi jalan mesti packingnya safetykarna bungkus plastik sajatapi puas barang respon cs toko nya lot alias balestolong tingkat kurang
2070,3,barang buka periksa kirim lumayan cepat kurir ramah mudah an barang kecewa
2071,3,barang nya normal kurir nya ramah buku gransi nya tolong d kirim gi buku gransi nya
2072,3,produk bagus janji jual info produk th kirim produk info week end sabtu minggu kirim transaksi jumat sore jam konfirmasi kirim sabtu minggu dirmh kota sabtu nya barang kirim rumah repot telpon kanan kiri untung tetangga belah pas dirmh mohon tanggap samsung
2073,3,
2074,3,d teskurir ramah
2075,3,beli barang coba kirim cepat
2076,3,coba sich lihat bagus kasih bintang
2077,3,televisi normal remote fungsi mohon solusi jual
2078,3,flash disk data simpan hilang
2079,3,barang nyabagusudh
2080,3,flshdisk kemas rapi tau flash disk panas banget digunkn original kau
2081,3,packaging nya bagus barang nya bagus deteksi laptop banget barang nya tangan yah overall bagus terimakasih lazada
2082,3,kirim kondisi barang segel lengkap layan muas tingkat
2083,3,barang terima kirim oke banget terimakasih lazada
2084,3,barang terima overall fungsi capacity storage nya gb sesuai tulis gb
2085,3,produk segel pabrik ni segel ko ketemu belah ya televisi debu semple tidak-apa-apa mudahhan awet
2086,3,barang kondisi baikbaik
2087,3,sesuai dua gbdan coba
2088,3,lumayan sesuai deskripsix
2089,3,awet ni
2090,3,d terang nya windows emang windows k buka ap data ny
2091,3,barang sesuai hargatetapi filenya ya
2092,3,barang nya bagus keren
2093,3,barang terima denga bagus rapi cepat terimakasih lazada
2094,3,brang lumayan bagus
2095,3,deskripsi incikok inci yaamo tukar nunggu lagikeburu anak e nyarini d cek rom ram nya sesuai deskripsi
2096,3,mohon deal langgan kasih tau kirim butuh dimaklumin barang terima rapi packing kayu terima kasih
2097,3,flasdiks eror masuk pc data langsung korup
2098,3,original eh pas coba led nya warna merah
2099,3,laptop suka simpan kapasitas emang laptop lokal disk d lokal disk c laptop nya mati nyala pakai log in masuk masuk desktop nya muncul gambar warna hitam pointer nya laku
2100,3,laptop bagus kondisi fisik pas nyala excel word nya buka mati jam coba blank muncul chat balas yasudah kembali rumah klaim garansi nya terimakasih lazada bantu proses kembali nya
2101,3,kirim barang ok beda d gambar flasdisk nya
2102,3,harap cek barang kirim masalah
2103,3,mindahin datafoto lncar kli baca data
2104,3,kualitas oke data hilang
2105,3,d terimasemoga brfungsi
2106,3,barang bagus sesuai harap pas dipakein mose n keyboard eror mencet mencet inti bagus
2107,3,barang lumayan isi gb
2108,3,bagus cepat puas
2109,3,barang nya sampekoq langsung hp yasaya order biru dtng nya meraheehhhmmm
2110,3,mantul
2111,3,alhamdulillah barang terima sayang dsettingke dsetting moga ajh aweeeet
2112,3,bagus
2113,3,barang cepat sayang otg fungsi koneksi hp pc
2114,3,barang okelaahtpi nyimpen folderbuat folder isi corrupt
2115,3,isi lagu error
2116,3,rada
2117,3,pesan size nya sesuai gb sayang cepat transfer nya mbps
2118,3,kirim waktujurue ramah peking baikcm d taruh d amplop alhamdulillah brang kondisi baikmakasih lazadasukses selaluu
2119,3,mohon reviewnya kapasitas pakai system fd nya
2120,3,not bad harga promo cm cari grapick sih smart televisi beli fungsi oke moga aet n moga cepat dbisa ngurusnya
2121,3,rumayan pakai sesuai harapn
2122,3,produk alhamdulillah fungsi moga awet aamiin
2123,3,kirim cepat puas fd kadang baca kadang
2124,3,fd pakai
2125,3,barang terima packing bagusbarang sesuai pesan kirim cepat prediksi terimakasih
2126,3,sesuai pesan
2127,3,kirim cepat
2128,3,bagus muas sesuai ekspektasi
2129,3,kemas bagus rapi bngts dtngnya cepat lgsemoga awet ajmaksih lazada
2130,3,barang terimahasilnya bagus dus rusakmakash lazada
2131,3,barang original harga murah pernh nyesal beli lazada terimakasih lazada
2132,3,usb desain klasikkualitas oke
2133,3,lumayan bagus trmksh lazada
2134,3,bagus suka
2135,3,barang ok kirim ok terima kasih lazada
2136,3,nonton film dvd layar televisi tulisanya perangkat ndukung ya
2137,3,download instal ya
2138,3,barang kirim sesuai gambar isi file musik rekam video putar video
2139,3,sesuai keteranga sesuai gb
2140,3,usb nya otg hp
2141,3,barang nya lot cepat parah sub folder folder delethedueuhhh
2142,3,kecewa sih soalx hp
2143,3,barang dterima kecewa simpan data
2144,3,barang sesuai gambargak cd rw nya
2145,3,ongkir barang bagus suka
2146,3,packing nya rapih cepat beli gb gb coba tinjau nya ya
2147,3,proses cepat
2148,3,kaki kanan belakang patah pas buka
2149,3,beli hardsdisk pakai jarang pakai mohon informasi klaim garansi
2150,3,warna sesuai gambar cepat transfer data
2151,3,fisikly oke
2152,3,barang bagus ringan kirim sesuai skedul
2153,3,barang terima sesuai iklan mantap belanja maju lazada oye
2154,3,order bang kecewa langgan harap barang rusak bintang kasih barang nyampai sesuai barang rusaklecet kasih bintang
2155,3,barang terima barang sesuai dimintathanz lazada
2156,3,kirim nya lamabat buangeett
2157,3,paket sesuai pesan coba
2158,3,lumayan lewat jadwal kirim nya
2159,3,laptop nyala informasi tampil instalasi windowsnya gagal ulang tunggu respon jual kirim sn windows bawa barang tukar
2160,3,harga segitu ok
2161,3,kecele produk cm colok usb tipe c masuk hp colok usb standar sambung laptop etail baca deskripsi produk
2162,3,laptop bagus windowsnya trial tipu terang tulis trial jual tulis terang produk windows trial beli tipu
2163,3,terimakasih barang sesuai pesan
2164,3,barang terima lgs fungsi pas cek gb yaa kosong barang second ya kecewa sih lumayan lumanyun harga murah memori kurang terimakasih
2165,3,barang bagus sayang kirim nya lambat mohon tingkat kirim
2166,3,terimakasih lazada barang cepat standar
2167,3,kirim cepatbarang bagussthanks lazada
2168,3,barang nya dapet seret geser
2169,3,good packing
2170,3,barang terima suka hang copy
2171,3,otg nya d kirim
2172,3,mudah kendala
2173,3,televisi nya garis hitam horisontal
2174,3,layar pecah paksa kembali
2175,3,gambar jernih tajam
2176,3,pengaturanya aneh sering layar suara ting manual
2177,3,pecah solusi
2178,3,sesui gambar iklanbekas
2179,3,mantap barang cek barang lihat puter puter barang untung cacat promo harga miring barang oke ty ya juragan
2180,3,barang terima coba kendala layar layar ngadat jernih serasa ngadat kembali barang kurir jt bayar packing kayu barang terima mohon konfirmasi solusi baik terimakasih lazada
2181,3,barang bagus kirim rumah ajak ketemu jalan
2182,3,barang bgs fungsi jual responsif cm syngkan produk original item cantum gb asli cm gb but harga segitulumayan
2183,3,libur sampai barang asli dibukasama foto terimakasih lazada effortless banget
2184,3,kkkkkkkk
2185,3,
2186,3,barang terima langsung tes flashdisk palsu terrnyata hasil bagus trims
2187,3,puas belanja ridista online app lazada order flashdisk sandisk terima barang bagus pakai bonus trims
2188,3,mantap pgriman cepat brang sesuai gmbar brfungsi tkz sler n lazada
2189,3,the produk is good
2190,3,flashdisknya simpel isi gb overall oke kirim cepatthx lazada
2191,3,harga lumayan murah pngiriman lumayan cpet
2192,3,trimakasih lasada bara ku terima
2193,3,barang terima sesuai gambarkwalitas okeharga murah siiip la
2194,3,keburu butuh pas cek kompetitor murah hiks
2195,3,luar bilang bayar pas sen bilang bayar tempat
2196,3,televisi pesan juli terima agustus hubung senin terima nunggu sabtu agustus pasang produk dalam tulis produk remote televisi sesuai video iklan televisi fungsi normal moga awet tinggal nunggu wireless speaker nya kirim kirim fungsi normal
2197,3,barang kirim buat
2198,3,warna pes merah muda barang warna merah moga sesuai pesan
2199,3,harga lumayan kompetitif kirim cepat produk lumayan kurang bau enak
2200,3,packingnya bagus bungkus plastik hitam uk asli gb lumayan
2201,3,barang ok isi gb gb
2202,3,pesan n transfer uang d laku mesan barang d ulas terakir tentag barang pesan bknnya tulis harga harga d letter dpan barang tera harga mohon fast respon
2203,3,kirim
2204,3,bentuk cantik bagus pokok nya kecewa
2205,3,mantafftp aga telat sampenyabut any waythank lazada
2206,3,barang sampek sih sayang pakai
2207,3,
2208,3,aduh csnya komunikatif ngebantu jne packing kayu bayar kasih menu pilih kirim donk harga ok warna ok knya ok
2209,3,produk lumayan bagus harga ok bonus braket bonus kabel hdmi atur resolusi gambar aspek ratio ketemu buku tunjuk lengkap rc audio out pantul cahaya kuat bikin mata sakit
2210,3,juragan capacity gb mbak
2211,3,bagus hp koned
2212,3,gambar produk beda barang terima tidak-apa-apa pakai
2213,3,sayang banget juragan hp vivo y suport
2214,3,mas pouchx ukur cntumkan yk ukuranx cmxcm
2215,3,overall good harga gin ya maklum kualitas bahan ala kadar senoga awet
2216,3,hardisknya packingan rapi khawatir ringan barang mudah kwalitas kau
2217,3,estimasi kirim jogja tanggal cepat hardisk ok registrasi kabel sih bagus
2218,3,mantul real pict packing nya rapi barang mantul banget cd drever nya
2219,3,kurang lecet ujung
2220,3,terang speed nya rpm kirim hd pipeline
2221,3,hdd sesuai spesifikasi bonus sesuai tera lazada konfirmasi cs suruh kirim bukti mana bukti kirim senang hdd terima kondisi sehat wal afiat percaya bayar kirim terima kasih lazada fasilitas order
2222,3,semua prangkat usb
2223,3,barang dterima dtentukan minggu kurir ninja nya lelet kwalitas barang tau dcoba terimakasih lazada adata store
2224,3,barang kirim lambat baik proses kirim nya
2225,3,order hitam merah
2226,3,kirim fd pesan bener satu mbak
2227,3,pesan game bola pes jual jujur donk nya nyata nya
2228,3,bonus nya bohong
2229,3,barang sesuai gambar but its ok coba speednya mbs kapasitas tulis gb real baca gb coba pasang hp n transfer file oke lepas prosedur lepas sesuai kaget dual drive usb panas moga normal terimakasih
2230,3,mudah d n fungsi maksimalthxs lazada
2231,3,josjosjosjosjosjosjosjosjos
2232,3,kirim minggu lumayan cepat posisi pulau jawa barang sesuai gambar spesifikasi cepat baca tulis cepat
2233,3,flash disk ok otg adapter android robot hitam konek flash disk pakai terimakasih juragan
2234,3,otgnya jelek
2235,3,otg nya fungsi kirim banget pesan jauhjauh sandisknya bagus sesuai gambar kirain ukur kecik terimakasih lazada
2236,3,cek normall
2237,3,harga jangkau kualitas bagus
2238,3,kapasitas real gb bagus lumayan harga segitu
2239,3,barang mantappengiriman sesuai kira
2240,3,maaf mas password iya flashdisknya palsu ngapapa pakai
2241,3,ka bla pesan brang kredit knadan prmbayaran brang dkrim bayar dtempat cicilanya
2242,3,foto usb deskripsi jelas usb
2243,3,bagus cepat cepat panas panas cepat turun
2244,3,susah baca file
2245,3,bentuk usbnya sesuai pakai data nya korup baca rugi
2246,3,flasdis terima kemas plastik dus pabrikan merk moga awet error simpan data kerja
2247,3,pesan nan nya sampi walow terlanbat sayang plesdis nya pakai jelek kecewaaaaaa banget lazada psroduk nya pesan sesuai gambar pesan kecewa
2248,3,bagus lumayan rapi
2249,3,flashdisknya corroupt file simpan hilang data
2250,3,paket diterimasejauh isi file film
2251,3,cocok utama gaya nyala macem bohlam beneran segi fungsi ribet nyoloknya makan
2252,3,flasdisk nya pakai copy data kali rekam data nya
2253,3,lumayan harga segitu kualitasnyasemoga awet
2254,3,detail watt mohon kasih terang
2255,3,beli servis pas isi toshiba barang bagus sih simpan jangka tahun saran
2256,3,puas klick paymentnya barang kirim sesuai alamat tuju
2257,3,pesan jumat selasa sampaibarang selamatthx laz
2258,3,kirim barang coba mudah sesuai spesifikasi nya
2259,3,muas
2260,3,kecewa taro harga kurir ribu
2261,3,barang ok kirim
2262,3,bagus
2263,3,kirim kecewa sih imagegambarnya sandisk flash disk cruzer switch kirim sandisk flash disk cruzer edge beri tau stocknya habis cruzer edge model flashdisk terimakasih
2264,3,kirim cepat brang sesuai terimakasih
2265,3,barang rapi cepat tolong teliti barang barang cacat untung pakai
2266,3,pesan trima kasih lazada mantap
2267,3,bagus ngopy panas ya
2268,3,flashdisk
2269,3,terimakasih
2270,3,
2271,3,barang sesuai gambar kirim cepat spesifikasi temu deskripsi casing plastic metal casing sleeve casing cable usb instalasi hdd lumayan gampang baut skrup jujur komponen plastic beli langsung pabrik china dapet harga idr ok bilang fantastis bilang jelek
2272,3,terimakasih barang packagingnya rapih sayang bonus pakai lampu laser
2273,3,good and nice usb
2274,3,mantap bnget barang bagus bonus trims lazada
2275,3,siiptrims lazada
2276,3,barang cepat ukur flash disknya gb
2277,3,alhamdulillah barang terima dicobamud han awet
2278,3,kapasitas gb
2279,3,pakai
2280,3,barang rapih
2281,3,bagusok moga awet
2282,3,alhamdulilahpengiriman pesan kondisi excellence coba test rekam data hasil baikthanks yaa team lazada special gift thre tumb up
2283,3,bodynya kes ringkih dengar suara kocok cepat transfer data standar
2284,3,moga kirim cepat
2285,3,kau ni barang wajar sih lihat harga
2286,3,keren sesal beli angin kipas asa banget adem pokok wkwk kabel data fungsi pokok dabest
2287,3,barang free ny ok bagus terimakasih lazada
2288,3,gambar gila jernih banget persis asli layar televisi good job
2289,3,barang selamat pngiriman tentu model pesan dikirm beda kapasitas sesuai pesan
2290,3,kirain tutup
2291,3,bagus
2292,3,readi sist warna original kau mudah rusak juragan
2293,3,kirim cepat packing rapih barang sesuai gambar terimakasih lazada
2294,3,chargernya lengkap langsung pakai charger nyari beli sambung chargernya tolong d bantu
2295,3,layar sentuh yah
2296,3,inci ya layar
2297,3,sistem kosong root tampil install ulang packingan rapi segel
2298,3,memori nya gb ya tolong
2299,3,laptop nya terima packing nya bagus cacatthankslazada
2300,3,beli gb v
2301,3,barang ready juragan
2302,3,minus nya
2303,3,tolong pemberitahuanya
2304,3,asalamualaikum juragan kredit nya pakai kartu kredit uang kredit bulan juragan sma uang dp nyaa tolong reply juragan pentingg
2305,3,barang laptop ok harga ochre plus backpack terimakasih lazada
2306,3,d ting
2307,3,jual windows nya jelas windows nya orang erti mudah menginslal windows
2308,3,barang packing pakai packing kayu
2309,3,barang kategori cepat windowsnya trial
2310,3,barang sesuai deskripsi bonus flashdisk sesuai deskripsi barang mulus nya yahh baret nya perfomaya windows lumayan streaming youtube lot rada patah buts its ok harga gin kuwalitas sesuai harga yah
2311,3,produk second lumayan kirim barang nya jnt jengkel kali kirim paksa ambil
2312,3,pakai sim card lte
2313,3,terima kasih lazzzzzzzzzzzzzzzzzz
2314,3,beli notebook notebook charger cd driver kartu garansi tas mouse harga tera
2315,3,laptop notebook
2316,3,barang install windowsnya
2317,3,sulit instal windows driver nya toucpad asus es kunjung pusing kontak via blog bantu by phone free alias gratis bantu
2318,3,nyicil syarat
2319,3,barang warna hitam
2320,3,nyicil
2321,3,produk oke kirim lumayan packing kayu bubble wrap terimakasih
2322,3,sesuai harga murah emang lot ya gb kirim aman
2323,3,lumayan
2324,3,laptop notebook
2325,3,windows terinstal tinggal pakai bilang bilang
2326,3,beli rmahnya d desa trpencil
2327,3,mohon lazada baik kirim nyaagar cepat
2328,3,kirim super lamadr tanggal mei d pesan nya tanggal mei skli kirim padang brgnya coba apkh bermsalah
2329,3,harga murahkualitas bagus sayang invoicepadahal klaim garansi
2330,3,windows nya instal ya juragan
2331,3,cepat banget kirim barang ok thankyou lazada
2332,3,tolong deskripsi laptop plus garansi
2333,3,mantap bang nota nya
2334,3,ya lemott habis ngetik tinggal huruf internet bolot menang layar sayang pakai pros a habis
2335,3,lumayan harga segitu
2336,3,produk terima minggu lebih estimasi kirim itu ambil ekspedisi order transfer status pesan terima terima pesan noresi lacak follow up lazada ekspedisi nomor resi lacak ambil paket ekspedisi barang fungsi bonus tas laptop
2337,3,ready juragan
2338,3,prosecornya kecewa
2339,3,ckp
2340,3,barang bagussayang kirim pler jne den ninja van butuh cepat
2341,3,mohon kembali ongkos kirim rupiah sameday servis barang terima lambat terimakasih
2342,3,kali pakai jasa kurir ninja xpreess kirim
2343,3,alhamdulillah barang selamat barang oke sayang kecewa produk microsoftnya registrasi mohon puas full langgan
2344,3,barang normalok
2345,3,packing rapi barang orisinil dapet tas sayang kirim lamaaaaa
2346,3,kirim cepat sesuai pesan barang bagus qualitas barang perfect gbr maksimal suara kresek setel musik
2347,3,ts dapet
2348,3,barang nya bagus flagship store packing nya tipis kirim kecewa
2349,3,windowsnya buka alias tudak fungsi layar langsung on tekan tombol power produk kembali uang kembali kirim
2350,3,mohon maaf laptop lot sellernya ramah fast respon harga
2351,3,bagus sihhh terang new nd nd lumayan trimakasih lazada
2352,3,ryzen guys sesuai ekspektasi kembali tolong tanggung
2353,3,ok
2354,3,vga card sesuai informasi produk
2355,3,produksi cina resmi asus laptop d uji krang minggu os nya endelles akibat support umu aplikasi instalasi word corel lain ganti windows proses alhamdulillah cpu full kerja laptop berat layar performa banget segel kardus buka tas laptop nya resmi milik asus garansi cm sedangakn asus resmi berfikir beli laptop lihat toko toko kenan tukar packing barang utuh terima kasih
2356,3,free headset sesuai promonya aplikasi word
2357,3,kirim cepat packing bagus butuh nyala laptop pencet kali startupnya
2358,3,freevheadset nya
2359,3,tampil lumayan cerah jual responsif biarpun lot balasny hehe sayang tombol power n vol do n socket charger samping aneh n terbiasalayar mudah gores kayak ntah lapis bawah kl pakai buram tuh layar isi tablet kosong melompong google diinstall wkwk kurang bintangny kapasitas rom gb simpan data sisa gb simpan muncul pesan eroro insuffient space
2360,3,layar bagus resolusi ram gb gb rom gb gb android android cepat nexus baterai impresif charge penuh malam cabut pagi turun main murah anak
2361,3,sayang layan internetnya earphone aa ya
2362,3,android kitkat ram internal baca gb storage isi file build plastik bengeut dapet harga promo k worth yutuban puas banget
2363,3,barang lumayan os nya tinggal kit kat os
2364,3,brang lumayan bagus
2365,3,cd driver nya
2366,3,chat asus aktifasi kode microsoft office original saran bawa asus center asus center lampung staff layan hardware pusing pergi toko install office original biaya charger longgar gampang lepas colok
2367,3,ya lumayan tawar sesui gambar hardisk gb komunikasi barang ready transaksi kecewa katnya gb kecewa sih bilang awar hardisk gb otomatis harga beda blabla ttp kirim sisa uang ganti flash disk mouse wireless respon jual barang sih
2368,3,buku pandu office nya respon lambat
2369,3,alhamdulillah barang sayang pas dinyalain lelet takut hardisk kena jalan mudah cerah da sellernya
2370,3,dicobalumayan normalwlwpun barang alias secondsedikit kcwattup bgian pd patah sepit nyajg rapet lgtpi tidak-apa-apa pakaisemoga awet
2371,3,barang nya bagus harga miring ditest ok sayang packing resiko bubble wrap tipis paket nya tanda fragile untung banting kurir
2372,3,laptop nyala informasi tampil instalasi windowsnya gagal ulang tunggu respon jual kirim sn windows bawa barang tukar
2373,3,laptop bagus windowsnya trial tipu terang tulis trial jual tulis terang produk windows trial beli tipu
2374,3,barang sampairapi barusayangnya pasang sim cardklo return
2375,3,ya bagus jugasy pesan inch dtng inchtp apamksih
2376,3,barang sih oke packingnya yalord beli barang jual kasih safety kayu bubblewrap mudah dlmnya
2377,3,sedia nya juragan
2378,3,kirim super sich
2379,3,murah banget enga salah kasih harga tau nati salah kasih informasi barang nya
2380,3,chargernya lengkap langsung pakai charger nyari beli sambung chargernya tolong d bantu
2381,3,igin pesan packingnya rapih aman barang lindung bintang barang terima bagis bintang
2382,3,cicil
2383,3,bayar tempat
2384,3,televisi nya minggu tingkat kirim nya perhati sesuai estimasi terimakasih
2385,3,beli televisi lazada jamin ya kualitas
2386,3,cicil pakai dp
2387,3,suara uji
2388,3,widows ya
2389,3,trims lazada paket beli televisi tuju cacat
2390,3,maaf gansist cicil ya
2391,3,k kakkalo kirim rusak or pecah
2392,3,kirim pakai gojek jakarta
2393,3,windows asli dapet tas laptop ram microsoft office donwload pakai polaris desain bagus warna biru tua kirim cepat packingsangat rapi segel terimakasih lazada
2394,3,barang ready juragan
2395,3,sopan nya kurir nyagiliran kasih duit sok ramah hahahahatapi keren deh paket nye rapi
2396,3,kereeennn remotenya
2397,3,siip barang sesuai pesan
2398,3,toko bal home kredit
2399,3,tolong pemberitahuanya
2400,3,kredit juragan
2401,3,iklan nya sony tampil panasonic bener inc inc
2402,3,judul salah tulis sengaja salah
2403,3,asalamualaikum juragan kredit nya pakai kartu kredit uang kredit bulan juragan sma uang dp nyaa tolong reply juragan pentingg
2404,3,barang laptop ok harga ochre plus backpack terimakasih lazada
2405,3,garansi mesin th kaca ya trims
2406,3,d ting
2407,3,kirim cepat packing rapi sayang free bracketnya kasih tidak-apa-apa sih lupa
2408,3,yah lumayan harga segitu gambar jernih kontras gelap atur kontras ok packing rapi moga awet
2409,3,pesan
2410,3,jual windows nya jelas windows nya orang erti mudah menginslal windows
2411,3,cicil nya yaa kak
2412,3,barang packing pakai packing kayu
2413,3,barang kategori cepat windowsnya trial
2414,3,barang sesuai deskripsi bonus flashdisk sesuai deskripsi barang mulus nya yahh baret nya perfomaya windows lumayan streaming youtube lot rada patah buts its ok harga gin kuwalitas sesuai harga yah
2415,3,produk second lumayan kirim barang nya jnt jengkel kali kirim paksa ambil
2416,3,pakai sim card lte
2417,3,tolong bantu cek pesan yahh nomor resi lazada kasih lacak yahh nihh
2418,3,lumayan produk layan banyakin varian inch atas bayar kirim biar beli
2419,3,pesan ya titip d kantor nomor mesan
2420,3,kirim lumayan cepatbarang sesuai spec tera d prodak
2421,3,hai sissya nyicil ceklihat byran cclan prbulan nya sisuang muka nya brapa ya sisbrant
2422,3,barang packing rapi cepat
2423,3,putar video gambar oke lumayan baguz full hd coba pakai ps pakai kabel komponen gambar blur muas resolusi i
2424,3,barang sesuai gambar persis lonjong wide screenya
2425,3,jabotabek kirim
2426,3,coba bayar tempatw beli nich
2427,3,televisi nya far bagus sih rada kesel pas kirim banget hari si expedisinya teliti lampung nyasar jogja kali teliti lazada pilih ekspedisi kirim barang kecewa packing pakai packing kayu
2428,3,televisi nya pas nyalain selang mntagak bau sangitknp ya
2429,3,produk terima cacat produk nya kirim jasa kirim total puluh x lipat paket terima paking pakai buble lapis sebenernya rawan banget pecah saran sih ush pakai ninja ya cabang ny otomatis kirim
2430,3,barang baguscuma kirim lambat
2431,3,televisi nya sih bgs usb dpakkai servis sesuai deskripsi
2432,3,kirim sesuai estimasi kualitas produk speaker mantap warna okkurir ramah kirim surat garansi ya
2433,3,beli unit unit pecah proses retur moga beres kirim cepat tolong bantu proses retur ya lazada
2434,3,packing lumayan kirim cepat bayar kirim barang test aman kendala non vga ya takut order hdmi usb vga reseler klaim garansi terimakasih moga awet
2435,3,ok banget pelayananny cepat respon ny langsung dikrm sesuai estimasi kirim kurir ramah pokok ok lazada
2436,3,barang bagus muas kirim lambat pemberitahuan kirim barang diupdate mana biar konsumen gelisah tunggu terimakasih lazada
2437,3,hdmi trnyta
2438,3,minggu barang takut barang posisi rumah
2439,3,pakai minggu suara speakerny turun turun cepat apa malas repot kembali bagus
2440,3,kurir konfirmasi kirim tau jalan kirim barang remote rusak
2441,3,kirim oke n barang oke sayang baca flashdisk port usbnya brfungsi
2442,3,barang bagus n fungsi tambah z n perhati pengepakanya mu televisi belakang lubang usb televisi usb move
2443,3,usb multimedia
2444,3,beli baik jual item lazada kirim tawar kirim dakota cargo bujuk rayu tim lazada jasa kirim tahun layan dakota cargo telat estimasi calon beli tunggu ya komentar buruk dakota cargo televisi ambil gudang dakota cargo janji besok besok besok besok hasil rugi tenaga rugi biaya rugi kualitas produk harap suara sound suarasoundnya flat golong pelan paksa mentok pecah karuan layar yaaaaaaa standar televisi led juta lampu led rata jarak lampu lampu test warna gelap pinggir layar normal televisi harga juta build kualitas payah kes ringkih anggap wajar mangkas rupa harga jual murah lebih tonjol produk harga murah riah milik televisi led ukur lumayan inch merk nama televisi rekomendasi terima kurang jabar terima kasih
2445,3,barang terima tanggal januari tunggu minggu terima pesan barang terima kondisi bagus terima kasih cs sabar layan komplain konsumen tolong baik sistem distribusi barang mesan harbolnas
2446,3,televisi nya bagus packing kayu rapi kirim barang telat kira ok trimz lazada
