,rating,reviewContent,teks_setelah_prep
371,netral,Yang dikirim cuma laptop dan tas. Tidak ada bonus yg tertera di judul dan isi deskripsi. Tapi katanya mau dikirim menyusul item-item yg ketinggalan. Lagi menunggu tindak lanjut,kirim laptop tas bonus tera judul isi deskripsi kirim susul itemitem tinggal tunggu tindak
372,netral,ternyata yang saya pesan tidak cocok dengan hp saya samsung S8 yang pakai type C. mau tukar ke seller chat saya tidak dibalas dan dibaca,pesan cocok hp samsung s pakai type c tukar jual chat balas baca
373,netral,bagus barang nya,bagus barang nya
374,netral,"kualitas lumayan, tapi tidak sesuai dengan pesanan",kualitas lumayan sesuai pesan
375,netral,it's ok,its ok
376,netral,"segel box dalam kondisi sobek kayanya dah dibuka padahal baru, pembersih",segel box kondisi sobek kaya buka bersih
377,netral,"Jika terjadi rusak sebelum habis masa garansi, gimana di kembalikan?",rusak habis garansi kembali
378,netral,"barang tidak sesuai deskripsi, kecepatan transfernya lambat",barang sesuai deskripsi cepat transfer lambat
379,netral,"barang bagus, tp sayang covernya tdk ikut dikirim, pdhl digambar ada covernya.juga😓",barang bagus sayang covernya kirim gambar covernyajuga
380,netral,"barang lebih cepat datanag, packingnya rapih, barang produknya bagus",barang cepat datanag packingnya rapih barang produk bagus
381,netral,"Ya standar sih, lumayan usb 3.0 tapi kayaknya kurang kokoh didalam",ya standar sih lumayan usb kayak kokoh dalam
382,netral,Tolong pemberitahuanya kapan ada lagi?,tolong pemberitahuanya
383,netral,"Kurang puas dengan pengiriman Barang  melalui ESL EXPRESS, karena pengiriman Dari jakrta harus transit ke Palembang. tidak langsung ke bengkulu. jadi agak lama sampai.",puas kirim barang esl express kirim jakarta transit palembang langsung bengkulu
384,netral,barang cukup bagus,barang bagus
385,netral,"Sudah saya bayar via indomart, tolong segera dikirim ya.",bayar via indomart tolong kirim ya
386,netral,lumayan bagus,lumayan bagus
387,netral,"Pengiriman 3 hari, tapi dateng dateng warna biru, kaga bisa milih",kirim warna biru milih
388,netral,kapasitas aslinya 56 GB aja,kapasitas asli gb
389,netral,Ini serius gan? Murah banget buset,serius juragan murah banget buset
390,netral,Packing lumayan. Hanya saja memory stlh di cek hanya 58GB (order 64GB),packing lumayan memory cek gb order gb
391,netral,Lumayan,lumayan
392,netral,"Bagus ,cepat pengirimanya",bagus cepat pengirimanya
393,netral,port buat yang ke hp kok ga bisa ya..,port hp ya
394,netral,barang nya bagus 👍,barang nya bagus
395,netral,"Produk Bagus, packing rapi",produk bagus packing rapi
396,netral,sampai dengan cepat pakingx bagus barangx belum tak coba terimakasih lazada,cepat pakingx bagus barangx coba terimakasih lazada
397,netral,"Barang bagus, cuman pas di coba HDD nya tidak ke deteksi di laptop",barang bagus pas coba hdd nya deteksi laptop
398,netral,"Barang sampai, gaada problem sama sekali, sama mau tanya bab sistem garansi gimana yak?",barang problem bab sistem garansi yak
399,netral,maaf sebelum nya.. ko ini pesenan nya blm sampe yah ? padahal pake jalur 1 hari sampai,maaf nya ko pesan nya yah pakai jalur
400,netral,"salah beli beda colokan hardisknya yang punya saya, ya gk kepake deh akhirnya.",salah beli beda colok hardisknya ya pakai deh
401,netral,cepat pengirimannya,cepat kirim
402,netral,Salah kirim barang.,salah kirim barang
403,netral,"bagian zippernya sangat mengecewakan, agak susah untuk buka tutupnya,",zippernya kecewa susah buka tutup
404,netral,"barangnya bagus tapi sayang, ternyata ukuran gak sesuai sama hard drive saya",barang bagus sayang ukur sesuai hard drive
405,netral,Kalo di kredit bisa ga gan??,kredit juragan
406,netral,udah rusak gak sampe stengah th,rusak th
407,netral,Klo bagus saya beli,bagus beli
408,netral,"Tidak sesuai dengan yang dipesan di gambar berwarna putih tetapi saat dapat paket warna berbeda Saran beri opsi terkait barang-barang yang di jual baik bentuk, warna, motif, dsb Terima kasih Wassalamu'alaikum...",sesuai pes gambar warna putih paket warna beda saran opsi kait barangbarang jual bentuk warna motif terima kasih wassalamualaikum
409,netral,Ini sebenarnya 48 inc atau 24 inc sih yg bener yg mana,inc inc sih bener
410,netral,"Iklan nya Sony kok tampilannya panasonic, yg bener 48 inc atau 24 inc",iklan nya sony tampil panasonic bener inc inc
411,netral,Ini beneran 48inc kah,beneran inc kah
412,netral,Judulnya salah tulis apa sengaja salah?,judul salah tulis sengaja salah
413,netral,Tu ga slh harganya buat tv led sony 48 inci klu bnern blh tu,salah harga televisi led sony inci bnern blh
414,netral,Trims ya seler...trims ya lazada...saya seneeeeng sekali sesuai dengan pesanan...,trims ya selertrims ya lazadasaya seneeeeng sesuai pesan
415,netral,Bagus tp blm sempat coba berfungsi atau tidak,bagus coba fungsi
416,netral,Asalamualaikum gan sya mau nanya .. Kredit nya pake kartu kredit kan klo  ... Trus kalo uang kreditannya perbulan brpa gan .. Sma uang dp nyaa ?? Tolong di reply gan .. Pentingg ..,asalamualaikum juragan kredit nya pakai kartu kredit uang kredit bulan juragan sma uang dp nyaa tolong reply juragan pentingg
417,netral,Ada WiFi kah?,wifi kah
418,netral,"Barang sudah sampai. Laptop OK, harga Ochre. Plus dpt backpack jg.  Thanks Lazada",barang laptop ok harga ochre plus backpack terimakasih lazada
419,netral,Produk OK cuma kelemahannya tidak terbaca di tablet ASUS..,produk ok lemah baca tablet asus
420,netral,Apa ini isinya real 2 Tera Byte??,isi real tera byte
421,netral,Barang sesuai tp otg nya ga bsa dpkai kedepan nya tlong pastikan pengiriman ke pembeli brang bsa dpkai semuanya sesuai deskripsi nya.,barang sesuai otg nya dpkai depan nya tolong pasti kirim beli brang dpkai sesuai deskripsi nya
422,netral,"Alhamdulillah, barang tiba dengan selamat dan tiba tepat pada waktunya. Kondisi barang juga bagus. Suka banget deh pokoknya. Thanks buat seller dan lazada. Sukses slalu.",alhamdulillah barang selamat kondisi barang bagus suka banget deh pokok terimakasih jual lazada sukses
423,netral,Sesuai dg yg d promo kan,sesuai d promo
424,netral,Hdmi support?,hdmi support
425,netral,Sy order otg flasdisk tp yg dtg flashdisk aja plus beda merk ordernya samsung dptnya hp...mau balikin lbh ribet lgi prosesnya...kecewa,order otg flasdisk flashdisk plus beda merk order samsung dptnya hpmau balikin ribet prosesnyakecewa
426,netral,"Brg ok, sesuai deskripsi, pengiriman ok, dibuat simpan data, terkadang kebaca kadang tidak....",barang ok sesuai deskripsi kirim ok simpan data terkadang baca kadang
427,netral,garansinya 1 tahun mesin 3th kacanya gak ya? trims,garansi mesin th kaca ya trims
428,netral,Ini ori pa seken?,original pa bekas
429,netral,"Kak Knp Ya Kalau Di Isi Video Malah Rusak Ini Flashdisk khusus lagu sama foto sama tugas"" Tapi Ya Ngapapa De 😢 Aku Kecewa",kak ya isi video rusak flashdisk khusus lagu foto tugas ya ngapapa de kecewa
430,netral,"Tlg, kpn barang sya samapai",tolong barang samapai
431,netral,Udah d seting semua apa blm,d ting
432,netral,Ini si colokannya emang gak masuk ke hp ya? Trus cocoknya buat hp apa klo bisa tulis buat hp apa aja masuknya,si colok emang masuk hp ya cocok hp tulis hp masuk
433,netral,"lumayan bagus,,",lumayan bagus
434,netral,barangx lumayan hanya sj pengirinanx sampai ke sulawesi butuh 10 hr mmg sih brg dr china...,barangx lumayan pengirinanx sulawesi butuh sih barang china
435,netral,"produknya bagus dan sesuai dgn deskripsi, sayang waktu pengiriman tidak sesuai dengan apa yg dijanjikan",produk bagus sesuai deskripsi sayang kirim sesuai janji
436,netral,Barang oke kualitas oke punya. Pengiriman kurang memuaskan.. Kurirnya tdk mau mengirim kalau di dalam perkantoran yang memiliki parkir berbayar. Jadi harus ketemuan diluar.tolong dibenahi.tks lazada,barang oke kualitas oke kirim muas kurir kirim kantor milik parkir bayar ketemu diluartolong dibenahitks lazada
437,netral,Produk sesuai deskripsi. Kwalitas produk dan Harga...  Pas,produk sesuai deskripsi kwalitas produk harga pas
438,netral,Barang sudah diterima lebih cepat dari ekpektasi dalam kondisi baik. Packing baik. Berfungsi dengan baik juga. Terima kasih,barang terima cepat ekpektasi kondisi packing fungsi terima kasih
439,netral,tiba2 ga bisa terbaca stelah 1 thn...bisa tolong?,baca stelah thnbisa tolong
440,netral,antivirus ga bias dipake...free pouch kekecilan..,antivirus bias dipakefree pouch kecil
441,netral,"Hard disknya sesuai, tapi sayangnya antivirusnya ga bisa di pake, karena udah exp date. Kalo bisa dikasih tau juga tanggal akhir untuk aktifasi antivirusnya, walau cuma bonus. Tetep ada rasa kecewanya..",hard disknya sesuai sayang antivirusnya pakai exp tanggal kasih tau tanggal aktifasi antivirusnya bonus kecewa
442,netral,Bintang 3 utk produknya dan pengirimannya yg cepat. Sayang saya ga bs cek kelengkapannya serta bonus2 nya. Dikarenakan ini produk pesenan bos. Hingga sekarang ga ada komplain utk produknya. Semoga lanjay dan awet. Terima kasih,bintang produk kirim cepat sayang cek lengkap bonus nya produk pesan bos komplain produk moga lanjay awet terima kasih
443,netral,Antivirus gak bisa dipake...padahal udah dicoba inut kode aktivasi...taapi gagal dengan suksess...,antivirus dipakepadahal coba inut kode aktivasitaapi gagal suksess
444,netral,barang sudah sampai dengan cepat tidak sperti yang saya kira. terima kasih kenkez. semoga HDD ini (bermanfaat sudah pasti jelas) namun semoga bisa awet se awet-awetnya. :) . Trimaksih Lazada !!!! #kenkez,barang cepat sperti terima kasih kenkez moga hdd manfaat moga awet awetawetnya trimaksih lazada kenkez
445,netral,memang pengiriman cepat dan barang lumyan komplit tapi ada 1 yg kurang.. bahwa di iklan d kasih antivirus berbentuk kotak. tetapi saya hanya menerima stiker seri sja. kotak sofware tidak ada,kirim cepat barang lumyan komplit iklan d kasih antivirus bentuk kotak terima stiker seri kotak sofware
446,netral,anti virus ga bisa dipake..free pouch kekecilan,anti virus dipakefree pouch kecil
447,netral,Voucher potongan 60 ud g blaku kah?,voucher potong blaku kah
448,netral,"Barang oke, cuma Kode aktivasi Tech Titannya kadaluarsa.",barang oke kode aktivasi tech titannya kadaluarsa
449,netral,"pelayanan bintang 5 sebenarnya karena cepat sampai dan packingnya rapi, dan lagi bonus pouchnya lbh baik lah dari pembelian sebelumnya yg mudah robek untuk  produk. tidak tau ya ini warna merah yg saya pesan merahnya jelek sekali, tidak seperti di gambar, transfer datanya masih kalah dengan yang wd element 1 tb milik teman saya. di dia sampai 80mb/ di saya ini mentok di 35mb/s. ntah laptop saya yg tidak kuat ngehandle 2tb atau seperti apa saya tidak tau.",layan bintang cepat packingnya rapi bonus pouchnya beli mudah robek produk tau ya warna merah pesan merah jelek gambar transfer data kalah wd element tb milik teman mbak mentok mbs ntah laptop kuat ngehandle tb tau
450,netral,barang ga sesuai sama dengan photo di iklannya. namun kualitas barang oke aja..,barang sesuai foto iklan kualitas barang oke
451,netral,"pengiriman cepat standard 2hari, kecepatn flasdik usb 3. mudah2n awet.",kirim cepat standar kecepatn flasdik usb mudahn awet
452,netral,lumayan,lumayan
453,netral,"pesen flasdisk malah dpet memory,,, gmn ceeee!!! bs d retur gk nech? nyebelin, nunggunya lamad dpetnya malah gk memuaskn spt in. hadeeech,,,, 😏😏😏😏😏",pesan flasdisk memory ceeee d retur nech nyebelin nunggunya lamad dpetnya memuaskn in hadeeech
454,netral,"sedikit tanda tanya, 32 GB tapi isinya gx full",tanda gb isi full
455,netral,"pengiriman lebih lama dari estimasi, barang nya mantap masih d segel, packing barang pake amplop coklat aja, yg 32Gb isinya 29,42Gb... makasih min yeee",kirim estimasi barang nya mantap d segel packing barang pakai amplop cokelat gb isi gb terimakasih min yeee
456,netral,"Barang hampir seminggu baru sampe, mungkin karena posisinya di pelosok, ukurannya 29 gb lumayan lah terbilang sesuai tapi plastiknya tipis Semoga awet Makasih",barang minggu posisi pelosok ukur gb lumayan bilang sesuai plastik tipis moga awet terimakasih
457,netral,kirimnya lama. mundur 4 hari,kirim mundur
458,netral,isinya ternyata hanya 29 gb,isi gb
459,netral,"Brg dah sp tp blm di jajal mudah""an bgs deh ....",barang sp jajal mudah bgs deh
460,netral,Barang sdh nyampe tp blm di coba.  Mudah2 n bagus,barang coba mudah n bagus
461,netral,"cepet sampai, cuman kapasitas flashdisknya hanya 29,.. GB",cepat kapasitas flashdisknya gb
462,netral,brang bgus be sgel tpiblw tw kwltax soalx blmq ba ahaa,brang bgus be sgel tpiblw tw kwltax soalx blmq ba ahaa
463,netral,"Kapasitas hanya 29gb, pengiriman cepet bngt, order tgl 23 sampe tgl 24.... thanks",kapasitas gb kirim cepat bngt order tanggal tanggal terimakasih
464,netral,"Ukuran usbnya kecil dikirain gede kyk ukuran usb umumnya, storage gk sampe 32 gb but oklah",ukur usbnya dikirain ukur usb storage gb but oklah
465,netral,Ternyata gak sesuai sama yg di tulis. Katanya 32 gb pas di cek cuma 29 gb doang.,sesuai tulis gb pas cek gb
466,netral,Blm di cek,cek
467,netral,good,good
468,netral,Barang bagus kak saya suka sekali,barang bagus kak suka
469,netral,"Diketerangan dpt free pouch+pen,tapi mana? Gak ada!",terang free pouchpentapi
470,netral,"Barangnya udh diterima, tp ada mines.. garansi dari distributor mana yah ? -_-   Barangnya sdh oke, dan good quality.",barang terima mes garansi distributor yah barang oke good kualitas
471,netral,"Sdh beli 3pcs di toko ini, 1 bisa langsung colokan ke tv dan yang 2 nggak bisa",beli pcs toko langsung colok televisi
472,netral,Barang lama sampai dari tanggal pengiriman dan packaging yang tidak rapi..,barang tanggal kirim packaging rapi
473,netral,"Kualitas dan orisinalitas ok. Barang dikirim melalui Ninja express 8 hari menunggu pengiriman, bahkan melebihi estimasi waktu sampai",kualitas orisinalitas ok barang kirim ninja express tunggu kirim lebih estimasi
474,netral,"Packaging produk tidak menggunakan bubble wrap untuk produk yang lumayan sensitif terhadap guncangan. terlebih lagi produk dikirimkan via POS Indonesia. Saya cukup kawatir dengan produk nantinya. Pouch yang dikirimkan tidak sesuai dengan yang dijanjikan tetapi untunglah setelah dikomplain, pouch tersebut diganti. tetapi saya merugi di ongkos kirim kembali pouch tersebut.",packaging produk bubble wrap produk lumayan sensitif guncang produk kirim via pos indonesia kawatir produk pouch kirim sesuai janji untung komplain pouch ganti rugi ongkos kirim pouch
475,netral,"Barang okeh, pengirimannya cepat.. Tp free pounch dan pen nya ga dikasih. Didalam kardus hanya ada harddisk saja. Tp Alhamdulillah komplain langsung ke Lazada direspon dengan sangat cepat. Terima kasih.. ""Free Pounch n Pen nya dapet?"" Kaga... Diganti voucher aja... :D",barang okeh kirim cepat free pounch pen nya kasih dalam kardus harddisk alhamdulillah komplain langsung lazada direspon cepat terima kasih free pounch n pen nya dapet ganti voucher d
476,netral,Habis di Format gak kedeteksi tp hardisk nya nyala..bagaimana dengan garansinya?,habis format deteksi hardisk nya nyalabagaimana garansi
477,netral,"Barangnya bagus sesuai pesanan hanya saja pengirimannya lama sekali, lebih dari 10 hari bikin harap-harap cemas. Tidak disarankan untuk pembeli yang membutuhkan barang ini cepat.",barang bagus sesuai pesan kirim bikin harapharap cemas saran beli butuh barang cepat
478,netral,"good performance, but haven't used it yet.. Hope the quality inside is as good as the exterior. Bravo",good performance but havent used it yet hope the kualitas inside is as good as the exterior bravo
479,netral,Pouch nya kekecilan ga muat di harddiscnya,pouch nya kecil muat harddiscnya
480,netral,"siang, barang sudah saya terima, ada yg mau saya tanyakan..  1. kartu garansinya kok gak ada ya? caranya klo minta garansi gimana? katanya 3 tahun 2. Auto Backup dengan WD Backup Software ini sudah didalemnya ato masih harus instal dlu karena gak dapet installernya?",siang barang terima kartu garansi ya garansi auto backup wd backup software dalem ato instal dapet installernya
481,netral,"Gan, bisa install win 7 ngak ya?",juragan install menang ya
482,netral,"barng bagus,pengiriman cepat, cuman packingnya kurang mantab karna bagian dalam gag ada pengganjal,",barng baguspengiriman cepat packingnya mantap ganjal
483,netral,Yang dateng model fd nya beda .,model fd nya beda
484,netral,hmmm... perlu nih hdd.murah bngt,hmmm nih hddmurah bngt
485,netral,"barang sesuai gambar,accesories lengkap,txz lazada",barang sesuai gambaraccesories lengkaptxz lazada
486,netral,Berapa sih kapasitas nya min? 6TB?,sih kapasitas nya min tb
487,netral,Saya pesan flashdisk.. Bukan memory card..,pesan flashdisk memory card
488,netral,"Pengiriman ok,cuma kurang presisi aja di dell latitude ku",kirim okcuma presisi dell latitude ku
489,netral,"request apa yg dtang apa,dah lma lg dtang'y..",request apadah dtangy
490,netral,"kiriman cepet packing rapi, cuma sayang free bracketnya tidak di kasih, tp gpp sih mgkn kelupaan",kirim cepat packing rapi sayang free bracketnya kasih tidak-apa-apa sih lupa
491,netral,Sayang tidak ada bracket nya... katanya dapat gratis,sayang bracket nya gratis
492,netral,"Yah lumayan lah buat harga segitu... gambar jernih tp kontras gelap meski udah diatur kontrasnya msh gt2 aja. Ok lah packing rapi, semoga awet.",yah lumayan harga segitu gambar jernih kontras gelap atur kontras ok packing rapi moga awet
493,netral,Di pesan VITRON LTV1710 tapi yang dateng VITRON LTV1715. Terima kasih,pesan vitron ltv vitron ltv terima kasih
494,netral,barang sesuaj iklan ....cuma himbauan utk toko mohon di cantumkan cara menggunakan di wndws bagi orang awam bisa bingung....karena tidak bisa hhd nya plug and play tidak terbaca....kalau utk orang yg pintar komputer mmg tdk ada kendala....terimakasih gan,barang sesuaj iklan himbauan toko mohon cantum wndws orang awam bingungkarena hhd nya plug and play terbacakalau orang pintar komputer kendalaterimakasih juragan
495,netral,buat ngirim file 1 gb bisa sampe 1 jam,kirim file gb jam
496,netral,tidak bekerja dgn baik. kabelnya rusak,kabel rusak
497,netral,ini sudah masuk dengan hdd ya?,masuk hdd ya
498,netral,Produk sesuai dengan diinginkan,produk sesuai
499,netral,"bagus, sesuai yg d harapkan.... gk nysel gk kecewa beli jg. thnks seller n lazada.",bagus sesuai d harap nysel kecewa beli thnks jual n lazada
500,netral,Barang tidak berfungsi. Mungkin seller melakukan pengecekan terlebih dahulu tapi mengingat pengiriman dari luar negeri sehingga melewati berbagai macam halangan utk dapat sampai ke alamat saya sehingga wajarlah jika tak berfungsi. Sedih sih mau di kembalikan tapi ongkir lagi,barang fungsi jual kece kirim negeri lewat halang alamat wajar fungsi sedih sih kembali ongkir
501,netral,Ditunggu barang nya,tunggu barang nya
502,netral,"Dear Rekan,  Untuk Barangnya mantap berfungsi, packing kelas medium,  Saran kalau mau diberi kesan kelas profesional untuk produk yg berhubungan dgn kabel/Elektronik mohon auto packing type kardus/kotak dengan isi gabus, supaya menghindari driver dari kontak/arus listrik dan barang tidak penyok seperti kepala usb yang penyok, gambar terlampir   *tapi masih berfungsi koq, karna saya perbaiki sendiri, next time jangan diulangi yah 😊",dear rekan barang mantap fungsi packing kelas medium saran kesan kelas profesional produk hubung kabelelektronik mohon auto packing type karduskotak isi gabus hindar driver kontakarus listrik barang penyok kepala usb penyok gambar lampir fungsi koq baik next ulang yah
503,netral,kulaitas bagus.cm kecewa ama pengiriman nya sangat amat lama..!! thx,kulaitas baguscm kecewa kirim nya terimakasih
504,netral,"Barang sesuai dengan pesanan & gambar, bonus-bonusnya jg lengkap. Lama Pengiriman Normal, ga cepat ga lambat jg.  Minusnya: packing barang kurang rapi, ada beberapa dus yg penyot. dari total 6 barang termasuk Hardisk & bonusnya, Hanya Otg, popsocket, & Pounch yg kemasannya bagus. yg lain ada yg penyot, robek, terbuka kyk barang second baru dibuka.",barang sesuai pesan gambar bonusbonusnya lengkap kirim normal cepat lambat minus packing barang rapi dus penyot total barang hardisk bonus otg popsocket pounch kemas bagus penyot robek buka barang second buka
505,netral,"Barang sesuai, pengiriman cepat, bonus tidak sesuai, sejauh ini biasa saja",barang sesuai kirim cepat bonus sesuai
506,netral,lumayan tp byk jg yg gk kebaca,lumayan baca
507,netral,Levees barangnya kw,levees barang kau
508,netral,brang bagus,brang bagus
509,netral,mohon diganti gan flashdisknya ga kebaca. baru hari ini nyampai saya usep deny dari babakan tarogong bandung,mohon ganti juragan flashdisknya baca nyampai usep deny babakan tarogong bandung
510,netral,Saya krang puas karna micro sd tf tidak ada kartu memorinya cuman tempat saja,krang puas micro sd tf kartu memori
511,netral,Kok ga bsa bayar di tempat ???? Gmana nih,bayar gmana nih
512,netral,Kalau bisa saya mau pesen,pesan
513,netral,"Barang sudah saya terima, tapi... pas buka paketnya, SEGEL SUDAH TERBUKA dan tidak ada kartu garansi. saya tidak mau berspekulasi ttg isinya, semoga saja tidak bermasalah HDDnya.",barang terima pas buka paket segel buka kartu garansi spekulasi ttg isi moga masalah hddnya
514,netral,sejauh ini bagus tpi belo dala jagka waktu yang lama. tunggu sapai at least 2 minggu kalo msih lacar bru 5 bintang,bagus belo dala jagka tunggu sapai at least minggu lacar bintang
515,baik,bagus  mantap dah sesui pesanan,bagus mantap sesui pesan
516,baik,okkkkk mantaaaaaaapppp ... goood,okkkkk mantaaaaaaapppp goood
517,baik,"Pesan rabu sore,minggu sore sampe,,barang sesuai specs mantab,tks lazada",pesan rabu soreminggu sore sampebarang sesuai specs mantabtks lazada
518,baik,Apakah TV. Tsb. Suda ada anti gores..,televisi suda anti gores
519,baik,ok barang sampai dengan Baik.. smoga terus di pertahankan...,ok barang moga tahan
520,baik,Kalau mau cicilan gmna cra nya??,cicil cra nya
521,baik,barang sudah sampai dan bagus thanks lazada,barang bagus terimakasih lazada
522,baik,Pengiriman cepat sipplahhh.......,kirim cepat sipplahhh
523,baik,Sampe Sekarang masih Ok ne laptop...,ok ne laptop
524,baik,Pengiriman cepat..  Packaging good..  Barang oke. Thnks seller Thnks Lazada,kirim cepat packaging good barang oke thnks jual thnks lazada
525,baik,"Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",barang terima selamat produk sesuai deskripsi barang nyape pekanbaruriau terimakasih lazada kotakom pucang laptop mantap
526,baik,"Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",senang belanja disinipelayanan okebarang sesuai ekspektasiorder senin selasa malam settingin sxan kurirnyapokoknya top dehthanks lazada
527,baik,"Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",barang ok kualitas bagus harga miring kualitas gambar ok kirim lumayan sesal poko beli televisi
528,baik,Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,minat kirim gresik jawa timur informasi kirim bebas takut full hd terima kasih
529,baik,Mantapppp barang nya,mantapppp barang nya
530,baik,"Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",barang aman mampu laptop sesuai iklan laptop dos install windows nya overall its worth the uang
531,baik,Barang sampai 2 hari dengan selamat dan sesuai deskripsi,barang selamat sesuai deskripsi
532,baik,Harga sangat murah mantep banget,harga murah mantap banget
533,baik,"Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",kapasitas hdd asli tb lecet kali buka bungkus bubble nya
534,baik,barang sesuai dengan gambar,barang sesuai gambar
535,baik,"Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",mantap juragan barang selamat packing rapih pokok mantap
536,baik,Oke,oke
537,baik,"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",puas barang kualitas barang bantu hdd jatuh kirim rapi lecet kasih bintang puas peng
538,baik,"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",suka banget barang packing nya rapi pokok recomended banget beli tas hardisk kulitas bagus yah
539,baik,"Flashdisk ori, Packing bagus. Saya suka.Thx",flashdisk original packing bagus sukathx
540,baik,aman cepat pula,aman cepat
541,baik,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",baguss bangett kurir nya ramah cakep wkwk gb cmn sekian gb tidak-apa-apa yah pokok nya recomended deh
542,baik,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,produk kemas rapih kirim cepat barang bagus bayar bayar kirim ragu
543,baik,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,barang bagus banget sesuai gambar deskripsi kirim cepat bagus recomended bangt
544,baik,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",packing bubble warp fisik nomor minus gb ya lumayan
545,baik,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,barang ok packing rapi kurir nya ramahh puass
546,baik,produk original mantap semoga awet,produk original mantap moga awet
547,baik,baik. sesuai ekspektasi.,sesuai ekspektasi
548,baik,Barang nya oke makasih,barang nya oke terimakasih
549,baik,Tumben ninja cepat pengirimannya,tumben ninja cepat kirim
550,baik,barang asli dan original terimakasih maju terus toko jet store,barang asli original terimakasih maju toko jet store
551,baik,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",flashdisk nya bagus sesuai gambar barang cepat kurir ramah
552,baik,oke... mudah2an awet dan ga crash belum sempet d coba,oke mudah awet crash sempet d coba
553,baik,kapasitas cumA 58 gb ajaaaaa....  huft...,kapasitas gb ajaaaaa huft
554,baik,"thks ya barang sdh sampai,smga cocok",thks ya barang sampaismga cocok
555,baik,siippp...thank lazada,siipppthank lazada
556,baik,udah di trima ...barang OK Moga awet...,trima barang ok moga awet
557,baik,josss tenan,josss tenan
558,baik,"Ini ori, bagus tahan lama masih saya pake",original bagus tahan pakai
559,baik,barang bagus quick respon hari ini pesan besok sudah sampai,barang bagus quick respon pesan besok
560,baik,brang cukup bagus,brang bagus
561,baik,Sip mantap,sip mantap
562,baik,bagus ori!,bagus original
563,baik,real good,real good
564,baik,bagus,bagus
565,baik,good,good
566,baik,sesuai... no tipu2,sesuai nomor tipu
567,baik,barang ok packing rapih,barang ok packing rapih
568,baik,"Barangnya sampai dengan cepat, bagus, terimakasih lazada.",barang cepat bagus terimakasih lazada
569,baik,"pengiriman cepat packirng rapih harga murah, free ongkir",kirim cepat packirng rapih harga murah free ongkir
570,baik,mantapp barang nya sesuai pesanan,mantapp barang nya sesuai pesan
571,baik,puas,puas
572,baik,mantap,mantap
573,baik,"Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yg berada di jkt",muas produk sesuai deskripsi packing bagus terima produk cepat jakarta
574,baik,VERY GOOD,very good
575,baik,"hardisknya keren, pelindungnya kokoh , udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",hardisknya keren lindung kokoh aplikasi transcend elite enkripsi terimakasih jual and lazada
576,baik,"Trims Lazada & reseller, , barang sdh saya terima senin siang, penigiriman sesuai dengan yg di informasikan.",trims lazada reseller barang terima senin siang penigiriman sesuai informasi
577,baik,sesuai spek yg saya mau.. jd oke lah,sesuai spek oke
578,baik,barangnya bagus.  rapi tidak mengecewakan.  akan tetapi bagus kalau ada Bonus pouch nya.  hehhe,barang bagus rapi kecewa bagus bonus pouch nya hehhe
579,baik,"barang udah sampe gunn,, masih segell dari pabriknya,, mangstabb,,",barang gunn segell pabrik mangstabb
580,baik,barang tlah diterima kondisi baik,barang terima kondisi
581,baik,mantap,mantap
582,baik,"Barang sesuai deskripsi,penjual ramah,respon cepat..",barang sesuai deskripsipenjual ramahrespon cepat
