,rating,teks_setelah_prep
2219,3,good performance but havent used it yet hope the kualitas inside is as good as the exterior bravo
2220,3,pouch nya kecil muat harddiscnya
2221,3,siang barang terima kartu garansi ya garansi auto backup wd backup software dalem ato instal dapet installernya
2222,3,juragan install menang ya
2223,3,barng baguspengiriman cepat packingnya mantap ganjal
2224,3,model fd nya beda
2225,3,hmmm nih hddmurah bngt
2226,3,barang sesuai gambaraccesories lengkaptxz lazada
2227,3,sih kapasitas nya min tb
2228,3,pesan flashdisk memory card
2229,3,kirim okcuma presisi dell latitude ku
2230,3,request apadah dtangy
2231,3,kirim cepat packing rapi sayang free bracketnya kasih tidak-apa-apa sih lupa
2232,3,sayang bracket nya gratis
2233,3,yah lumayan harga segitu gambar jernih kontras gelap atur kontras ok packing rapi moga awet
2234,3,pesan vitron ltv vitron ltv terima kasih
2235,3,barang sesuaj iklan himbauan toko mohon cantum wndws orang awam bingungkarena hhd nya plug and play terbacakalau orang pintar komputer kendalaterimakasih juragan
2236,3,kirim file gb jam
2237,3,kabel rusak
2238,3,masuk hdd ya
2239,3,produk sesuai
2240,3,bagus sesuai d harap nysel kecewa beli thnks jual n lazada
2241,3,barang fungsi jual kece kirim negeri lewat halang alamat wajar fungsi sedih sih kembali ongkir
2242,3,tunggu barang nya
2243,3,dear rekan barang mantap fungsi packing kelas medium saran kesan kelas profesional produk hubung kabelelektronik mohon auto packing type karduskotak isi gabus hindar driver kontakarus listrik barang penyok kepala usb penyok gambar lampir fungsi koq baik next ulang yah
2244,3,kulaitas baguscm kecewa kirim nya terimakasih
2245,3,barang sesuai pesan gambar bonusbonusnya lengkap kirim normal cepat lambat minus packing barang rapi dus penyot total barang hardisk bonus otg popsocket pounch kemas bagus penyot robek buka barang second buka
2246,3,barang sesuai kirim cepat bonus sesuai
2247,3,lumayan baca
2248,3,levees barang kau
2249,3,brang bagus
2250,3,mohon ganti juragan flashdisknya baca nyampai usep deny babakan tarogong bandung
2251,3,krang puas micro sd tf kartu memori
2252,3,bayar gmana nih
2253,3,pesan
2254,3,barang terima pas buka paket segel buka kartu garansi spekulasi ttg isi moga masalah hddnya
2255,3,bagus belo dala jagka tunggu sapai at least minggu lacar bintang
2256,3,kirim cepat komplit sesuai tulis kecewa warna pesan sesuai
2257,3,mv gannyampe brapa yaaalamatbintara kranji bekas lihat film usb ganmakasih
2258,3,kirim barang cepat kemas barang rapih pas cek kapasitas flashdisknya sesuai pesan gb pas cek gb
2259,3,barang sesuai pesan
2260,3,jual windows nya jelas windows nya orang erti mudah menginslal windows
2261,3,otg nya konek y
2262,3,juragan klau pesan yak terimakasih barang bagus looop
2263,3,sedih flashdisknya ilangjatuh pas main bola
2264,3,assalamu alaikumsaya habis beli hardis tisiba tko minggu rusaktidak pakai copy pailpropertis bisatolong bantu
2265,3,produk bagus packing bagus
2266,3,cicil nya yaa kak
2267,3,bagus packingnya telat hari jadwal pengirimanbelum diinstal windows untung toko asli nginstalin gratisthanks
2268,3,bahan plastik deskripsi bahan aluminium not bad
2269,3,langsung tes lancar jaya
2270,3,bagus bagus soft pouch carry bagnya guna
2271,3,hdd codinya bagus hdd awet sampek sekrang
2272,3,pesan kirim rumah
2273,3,mas hardisk eksternal internal
2274,3,barang sesuai pesan terima sesuai jadwal sayang salah persepsi teliti baca spesifikasi barang hardisk sata butuh hardisk ata
2275,3,order warna biru kirim warna hitam ya wislah
2276,3,external hdd tb usb adata hd pro antishock waterproof dustproof ext hdd adata pro hardisk external merah gratis case hdd barang terima pese warnah merah kirim warna hitam tidak-apa-apa
2277,3,barang lumayan cepat lengkap in ok terimakasih lazada terimakasih jual gbu
2278,3,barang packing pakai packing kayu
2279,3,barang sesuai jadwal packing rapi bubble wrap pa tahan banting overall its good terimakasih lazada terimakasih kenkez
2280,3,suka
2281,3,warna sesuai pilih pesan biru warna hitam
2282,3,terima kasih
2283,3,ukur sesuai description sebut barang nya hdd external barang ringkih kirim butuh mesan overall terima kasih
2284,3,barang bagus packing rapi terimakasih lazada
2285,3,barang lumayan bagustq
2286,3,barangx sampaithanks lazada
2287,3,ukur sesuai description sebut barang nya hdd external barang ringkih kirim butuh mesan overall terima kasih
2288,3,kirim cepat estimasi safetynya bagus bubbel warp
2289,3,coba simpan
2290,3,lumayab flash disk aspal format flasdisknya ntsf lainnyatolong
2291,3,packing ok
2292,3,barang bagus sesuai nyata usb transfer ratenya mbs awalaupun usb
2293,3,barang lambat kirim cek packing bagusrapi fungsi normal
2294,3,pesan warna gold kasih warna merah dichat dibales kirim cepat cm jual komunikatif barang coba
2295,3,barang bagus kirim proses baik
2296,3,ya lumayan
2297,3,pesan cepat kirim brang ok bonus rusak nama ya bonus hehehe terima kasih lazada
2298,3,barang asli murah manfaat sayang nyimpan foto hilang foto
2299,3,barang bagus kualitas sesuai harga murah murah hati hati simpan file sangan khawatir file kunci dalam edit buka
2300,3,sip
2301,3,sambung kabel fungsi flasdiknya ok
2302,3,maaf sis mas bro flashdisk ok br pakai nomor connect
2303,3,bonus otg
2304,3,terima kasih
2305,3,bagus sesuai input handphone fungsi
2306,3,kirain chargerny mi thuny samsung
2307,3,packing bagus sayang bonus power bank nya digunakanbuat ngecash
2308,3,kirim cepat
2309,3,respon cepat bagus segi barang muas kirim negeri resiko rusa jatuh banting akibat hardisk fungsi
2310,3,aduh nih beli mahal fungsi
2311,3,terimakasih barang smp samarinda tempo free ongkirtks lazda
2312,3,barang bagus size hard disk hp
2313,3,bagus recomended
2314,3,laptop suka ngeleg
2315,3,barang kategori cepat windowsnya trial
2316,3,bawa cd driver
2317,3,barang sesuai deskripsi bonus flashdisk sesuai deskripsi barang mulus nya yahh baret nya perfomaya windows lumayan streaming youtube lot rada patah buts its ok harga gin kuwalitas sesuai harga yah
2318,3,barang bagus packing rapi layar ok touchscreen ok kemarin cicil gagal cicil lazada nya ok tagih full cc nya
2319,3,produk second lumayan kirim barang nya jnt jengkel kali kirim paksa ambil
2320,3,barang terima tanggal juni kemarin bonus otg nya
2321,3,flashdisk otg
2322,3,film animasi sesuai harap anak tarik film real animasi gambar tarik tampil pesan kesan anak tarik inovatif
2323,3,pas coba hp semuany pas coba laptop fdnya baca ya
2324,3,flashdisk fungsi sempurna loading data buka kecewa
2325,3,tunggu
2326,3,tutup falshdishnya klep gampang lepas bagus
2327,3,beli kabel otgnya usb lumayan foto foto baca
2328,3,kaget kali ngembuka kang ringan dimensi tipis pacingnya rentang cm balut babble wrap bungkus amplo kuning lakban beda sebelumnnya kapasitas tb ragu keasliaan produk cek transcendinfocom asli ter tekam warna kapaitas garansi kecewa bentuk kota penyok kotak bawah lopek baiagan kiri kartunama jual langsung hubung via wa mas kartu garansi paket beli sih klaim ckp bukti nota beli unit bonus nya lumayan gb poch headsetnya gun wkwkwkwkw keseluaruan lumayan puas moga ditungkatkan
2329,3,terima paket sayatlg eiadi tindaklanjuti jne nyaknapa d terang psn email sayabarang diterimapadahal bom terima pesan sayatlg bantu jual lazadanya
2330,3,kapasitas real lumayan dekat real gb space kosong sedia gb kecewa warna sesuai pesan warna kirim warna apasudah pilih
2331,3,barang sesuai gambartapi cepat stabil
2332,3,oke sesuai kapasitas
2333,3,fungsi sayang build kualitas
2334,3,ko kapasitas gb ya pesan gb
2335,3,pakai sim card lte
2336,3,gambar bagus suara tendang banding televisi led sanyotoshiba watt
2337,3,tolong bantu cek pesan yahh nomor resi lazada kasih lacak yahh nihh
2338,3,kualitas original samsung sayang jujur sesuai deskripsi iklan model pajang
2339,3,lumayan produk layan banyakin varian inch atas bayar kirim biar beli
2340,3,barang ok garansi resmi cacat cm kirim banget pesan tanggal tanggal feb estimasi tgk komplen echat lazadanya enak nya bayar kirim takut tipu
2341,3,pesan ya titip d kantor nomor mesan
2342,3,mas tolong order nama ahmad abidin batalin yaaa mf ya y
2343,3,kirim lumayan cepatbarang sesuai spec tera d prodak
2344,3,trimakasih lazada moga jaya
2345,3,hai sissya nyicil ceklihat byran cclan prbulan nya sisuang muka nya brapa ya sisbrant
2346,3,kirim cepatkondisi
2347,3,barang packing rapi cepat
2348,3,kemarin order wow pajak kena k moga kirim lancar barang muas lupa harga
2349,3,putar video gambar oke lumayan baguz full hd coba pakai ps pakai kabel komponen gambar blur muas resolusi i
2350,3,televisi samsung monitor komputer ya
2351,3,barang sesuai gambar persis lonjong wide screenya
2352,3,mesan ya prsyaratannya
2353,3,jabotabek kirim
2354,3,tvnya cicil
2355,3,coba bayar tempatw beli nich
2356,3,deskripsi usb movie nyata usb cm servis mohon koreksi detail produknyaagar salah paham
2357,3,televisi nya far bagus sih rada kesel pas kirim banget hari si expedisinya teliti lampung nyasar jogja kali teliti lazada pilih ekspedisi kirim barang kecewa packing pakai packing kayu
2358,3,kecewa mutar video mp usb usb perlu servis deskripsi barang
2359,3,televisi nya pas nyalain selang mntagak bau sangitknp ya
2360,3,kirim oper ninja expressnya moga awet nih
2361,3,produk terima cacat produk nya kirim jasa kirim total puluh x lipat paket terima paking pakai buble lapis sebenernya rawan banget pecah saran sih ush pakai ninja ya cabang ny otomatis kirim
2362,3,kecewa kirim nya minggu konfirmasi jual kirim televisi nya
2363,3,barang baguscuma kirim lambat
2364,3,barang cepat sayang antena booster ny datolong baik layan anter ny
2365,3,televisi nya sih bgs usb dpakkai servis sesuai deskripsi
2366,3,kirim cepat gambar jernih dominan merah stel bersih
2367,3,kirim sesuai estimasi kualitas produk speaker mantap warna okkurir ramah kirim surat garansi ya
2368,3,kualitas televisi nya bagus syang pengirimany minggu puas barangy terimakasih lazada
2369,3,beli unit unit pecah proses retur moga beres kirim cepat tolong bantu proses retur ya lazada
2370,3,kardus televisi koyak horizontal ditengahntah salah jne salah gudanguntung remote kececerdan pas casing alami kardus koyak terbenturtidak rusak tvsudah diperiksatv baiksemoga dingkatkan kualitas layan kirim
2371,3,packing lumayan kirim cepat bayar kirim barang test aman kendala non vga ya takut order hdmi usb vga reseler klaim garansi terimakasih moga awet
2372,3,slot usb servis only alias putar multimedia foto video
2373,3,ok banget pelayananny cepat respon ny langsung dikrm sesuai estimasi kirim kurir ramah pokok ok lazada
2374,3,pesan televisi led sharp aquos lclei daftar pesan ongkos kirim cantum pas barang lantas rupiah nya apaharap lazada mengklaripikasinya
2375,3,barang bagus muas kirim lambat pemberitahuan kirim barang diupdate mana biar konsumen gelisah tunggu terimakasih lazada
2376,3,kirim ny cepat terimakasih
2377,3,hdmi trnyta
2378,3,barang bagus ok rapihsayang kirim telat sesuai batas maksimal tentu sendiritolong baik pengirimanya ya terimakasih lazada
2379,3,minggu barang takut barang posisi rumah
2380,3,packing rapi barang bagus note pindah channel channel detik
2381,3,pakai minggu suara speakerny turun turun cepat apa malas repot kembali bagus
2382,3,barang pesan selasa malam tanggal februari tanggal maret barang kirim aman cepat kualitas bagus sesuai deskripsi terimakasih lazada
2383,3,kurir konfirmasi kirim tau jalan kirim barang remote rusak
2384,3,ko harga kemaren pesan murah ko beda ya harga produka bagus ya ragu moga bagus televisi nya kendala remot televisi nya amin
2385,3,kirim oke n barang oke sayang baca flashdisk port usbnya brfungsi
2386,3,kirim pakai banget wilayah tangerang selatan kurir profesional nomor resi ditrack situs resmi lapor cs lazada santai respon layan muas kecewa
2387,3,barang bagus n fungsi tambah z n perhati pengepakanya mu televisi belakang lubang usb televisi usb move
2388,3,barang original usb terang deskripsi
2389,3,usb multimedia
2390,3,suara nya kadang kadang
2391,3,beli baik jual item lazada kirim tawar kirim dakota cargo bujuk rayu tim lazada jasa kirim tahun layan dakota cargo telat estimasi calon beli tunggu ya komentar buruk dakota cargo televisi ambil gudang dakota cargo janji besok besok besok besok hasil rugi tenaga rugi biaya rugi kualitas produk harap suara sound suarasoundnya flat golong pelan paksa mentok pecah karuan layar yaaaaaaa standar televisi led juta lampu led rata jarak lampu lampu test warna gelap pinggir layar normal televisi harga juta build kualitas payah kes ringkih anggap wajar mangkas rupa harga jual murah lebih tonjol produk harga murah riah milik televisi led ukur lumayan inch merk nama televisi rekomendasi terima kurang jabar terima kasih
2392,3,barang kondisi trims tambah hubung masalah televisi untung garansi tukar proses cepat ribet maaf bintang ambil gudang lumayan
2393,3,barang terima tanggal januari tunggu minggu terima pesan barang terima kondisi bagus terima kasih cs sabar layan komplain konsumen tolong baik sistem distribusi barang mesan harbolnas
2394,3,harga ubah mulu hahaha barang oke layar tajem pakai antena panel tombol kaya televisi murah sih ya harga bohong doa moga awet
2395,3,televisi nya bagus packing kayu rapi kirim barang telat kira ok trimz lazada
2396,3,barang lambat gambar kabur digital nyala gambar jernih kondisi barang segel barang pakai
2397,3,barang bagus harga miring cm minus nya layar terang soft baca flashdisk baca hdd flashdisk gb subtitle nya atur televisi tetangga belah
2398,3,barang nyata kirim sd terima butuh hari informasi daerah jakarta
2399,3,suara cempreng volume br dengar film baca hdd external gambar suara
2400,3,barang terima minggu sore layak cepat tolong pertimabangkan packng aman barang tingkat terimakasih
2401,3,barang aman packing bublenya sobek sobek bikin kecewa estimasi kirim tolong kirim cantum barang jugabukannya estimasi barang realitanya telat bangetmksh
2402,3,tunggu minggu barang televisi nya oke cm suara terimakasih lazada
2403,3,pesan estimasi koq posisi bandung barat jawa telat barang bagus terimakasih lazada layan moga jaga komitmen bebas ongkirnya
2404,3,barang bagus harga beda sayang kirim ekspedisi kirim pakai lazada sesuai kira sampai telat beliini hadiah bawa mudik rumah d kampung deh beli toko beneran pakai
2405,3,barang telat estimasi bingung banget kemaren batalin sabarin good produk bad delivery
2406,3,barang terima kualitas barang bagus kirim makan minus bracket bonus lazada tanggap
2407,3,kondisi barang bagus kecewa barang jenis kirim rusak syukur ganti bagus kirim cepat verifikasi pesan
2408,3,tahun layar garis sayang banget
2409,3,barang minggu sampegimana nih pelayanannyaseller ko ngecewain
2410,3,televisi lebih estimasi televisi lumayan bagus terimakasih lazada
2411,3,beli televisi duajuta kemaren cek hahaha
2412,3,kualitas produk banding harga bawah harap nama philips
2413,3,barang
2414,3,sesuai harga bahan plastik nya bagus plastik gelas an
2415,3,barang bagus puasss pokok
2416,3,kualitas kirim invoic nota beli kliem garansi
2417,3,coba dulusemoga awetmakasih lazada
2418,3,brng terima terimakasih lazada
2419,3,produk bagus murah orderdilnya bengkel servicenya nya jawa timur
2420,3,tolong informasi rubah subtitle
2421,3,invoice ny nih klaim garansi
2422,3,tolong konfirmasi kurir nyaa barang terima kasih
2423,3,datengnya banget untung sabar orang
2424,3,kualitas nya sesuai harga laah harap tahan
2425,3,kirim telat kualitas ok harga ok
2426,3,warna tajam mudah operasi menu
2427,3,gambar suara pas harga
2428,3,beda order
2429,3,nyampai
2430,3,puas beli televisi philips led hd tvhitam pesan kirim
2431,3,televisi nya bagus sayang kirim lengkap bracket televisi
2432,3,patentp ringan kali
2433,3,bosss televisi nya terima televisi nya bagus bener kotak masuk barang terima
2434,3,harga murah kualitas okhari barang daerah sumedang
2435,3,tera free bracket televisi terima bracket mohon lazada cek ulang tinggal warehouse lazada jasa kirim
2436,3,pesan pesan dilazada kecewa produk kecewa kirim
2437,3,pesan free bracket nya lazada bantu
2438,3,minbarangnya sore packing kurir ramahnamunsayangnya kecewa dikitkrena bracketnya iklan ternyatamohon depan tingkat min lazadathanks
2439,3,pesan senin langsung proses lazad selasa pagi dakota cargo tunggu sd jumat malam barang trima sabar sabar sabarrr nyebrang pulau wajar kirim bekas habis sabar
2440,3,barangnyq ok banget sayang kirim bgtpesen tanggal des tanggal despacking plastik gelembung moga awet
2441,3,good produk barang terima order coba kin oks banget many terimakasih lazada
2442,3,oke
2443,3,mohon ganti barang kembali tanggal mousenya fungsi guna notebook barang rusak mohon pemberitahuan cepat terimakasih
2444,3,terima kasih lazzzzzzzzzzzzzzzzzz
2445,3,packing rapi kirim cepat
2446,3,beli notebook notebook charger cd driver kartu garansi tas mouse harga tera
2447,3,pesan malam besok dianterin sayang nya
2448,3,laptop notebook
2449,3,klau cicil bayarny
2450,3,barang install windowsnya
2451,3,pesan warna biru kasih warna merahsudah install windows touchpad berfungsimungkin nyari drivernya
2452,3,sulit instal windows driver nya toucpad asus es kunjung pusing kontak via blog bantu by phone free alias gratis bantu
2453,3,sist in nbx harga ski kondosix ato bkas nich
2454,3,nyicil syarat
2455,3,instal laptop free dos
2456,3,barang warna hitam
2457,3,pakai ongkir ngx
2458,3,nyicil
2459,3,barang hari order sale hrganya tanggal install os cmn kecewa beda warna digmbar mesti biru tua full black tolong konsisten lazada
2460,3,produk oke kirim lumayan packing kayu bubble wrap terimakasih
2461,3,produk asli oke bingung nginstalnya kecewa warna pesan sesuai pesan biru hitam moga awet da kendala
2462,3,sesuai harga murah emang lot ya gb kirim aman
2463,3,warna sesuai warna
2464,3,lumayan
2465,3,sesuai foto nih barang ragu beli takut sesuai foto barang
2466,3,laptop notebook
2467,3,juragan main ets bus simulator indonesia
2468,3,windows terinstal tinggal pakai bilang bilang
2469,3,bayar kirim
2470,3,beli rmahnya d desa trpencil
2471,3,faham aktifin nya windows nya gga isi bohong
2472,3,mohon lazada baik kirim nyaagar cepat
2473,3,cepat
2474,3,kirim super lamadr tanggal mei d pesan nya tanggal mei skli kirim padang brgnya coba apkh bermsalah
2475,3,belanja lazadapengiriman jampacking barang rapih aman
2476,3,harga murahkualitas bagus sayang invoicepadahal klaim garansi
2477,3,lumayan bagus
2478,3,windows nya instal ya juragan
2479,3,pindah channel serasa lot smartphone ram nya gb dijejalin aplikasi tambah penganturan contras brighness distel tajam putih rusak mata nonton durasi fitur eco atur cerah layar hp simpel sih gelap layar televisi nya indoor overall banding harga tara tcl smart televisi kalah fitur menang brand
2480,3,bracket yaa
2481,3,lazada pakai jne paket anter rumah jne tracking datany paket antar alamat tanggal tanggal jemput kantorny jne pas peg jneny ngeyeljangan layan lazada maksimal rusak citra ekspedisi jne
2482,3,tolong lazada tindak lanjut cepat pesan batal kembalikkan uang bayar mohon lazada teliti sikap masalah lazada teliti ambil putus barang tibatiba diberitahukan batal pesan hari hari barang jakarta langsung papua tolong kerjasamanya tolong penuh harap kembalikkan uang butuh uang terserbut pakai operasi kanker sayaterimakasih
2483,3,jkarta pesan transaksi pakai bayar kirim barang keren speaker kadang cepat pelann parah speakernya
2484,3,barang bagus packing rapi datang tentu ok barang kecewa
2485,3,walupun nunggu jasa kurir pos indonesia y istri kurir rokok kasih ongkos kasih istri sih lantar gkada coba tau tuh apain kurir y saran lazada pakai kurir lex
2486,3,beli bayar kirim jakarta mgg
2487,3,good job nomor keluh
2488,3,pirt kode resi nya bener om nya cek
2489,3,kadang suara nya hilang hilang gituhilang pas momen seru gara gara hilang suara
2490,3,lumayan bagus
2491,3,kredit ny
2492,3,stok
2493,3,barang proses paket bagus sayang gb gb sesuai deskripsi coba ulang kali format gb mohon cek ulang kirim terimakasih
2494,3,isi memori nya gb kecewa sih ya apa untung nya ukur file nya beli flashdisk
2495,3,pesan perkiraanmenurut jual stok pesan nya habisnamun status pesan pesan nya tulis proses dibatalkannamun luar tentu waduhh pakai deh
2496,3,nampung data pas save diplay televisi kadang video crash putar
2497,3,kirim lost alias ntah nyasar mana kurir nya mah alamat nya x kirim alamat far good produk mya
2498,3,lambat akses bad sector format pakai beli unit unit sempurna
2499,3,garansi sih temu kertas garansi d nnti d tnbh bntangnya
2500,3,puluh flashdisk merek beli promo promo butuh kirim beda ya ya beda merek stiker hologram nya kirim stiker hologram mudahmudahan beda kapasitas kualitas
2501,3,kirim oke puas kapasitas cman muat gb d cek properties nya sih emang gb
2502,3,coba colokin laptop speaker aktif seret nyolokin nyabutnya
2503,3,assalamualaikum wrwb pesan barang minggu ya juragan dasar email terima barang akam tanggal oktober
2504,3,barang sesuai pesan sesuai foto packing rapi tau kualitas d coba moga awet
2505,3,trima kasih barang tangan ambil paket jne welewelewele coba sih flashdisknya mudah aman yah
2506,3,konfirmasi kirim cepat terimakasih senang pesan langsung proses kirim pakai ti kota tanggal nih emang top deh lazada barang kirim barang keceeeewaaa update sekian tunggu nih barang alas kurir antar tanya loh tuh kurir logistik ti kurir mana bro kurir nya hubung fd nya bagus bintang deh terimakasih lazada
2507,3,ya ditek baca
2508,3,tarif file lamban
2509,3,lumayan harga segitu
2510,3,bagussspacking bagus
2511,3,gb ya gb hehe
2512,3,barang bagus sesuai
2513,3,gb gb ok tidak-apa-apa barang bagus pngiriman cepat
2514,3,bagus cepat
2515,3,isi gb fungsi
2516,3,rapi sih tpmsh coba
2517,3,barang sesuai estimasithanks lazada
2518,3,barang fungsi moga awet
2519,3,alhmdulilah brangnya selamat pkeng ny rapi moga seprti inih
2520,3,bagus fungsi tes
2521,3,barang terima kemas rapih senoga awet
2522,3,moga awet
2523,3,kirim cepat syang barang original
2524,3,kapasitas kirim spesifikasi
2525,3,barang muas langsung senang banget
2526,3,lumayan
2527,3,storage capacity gb gb
2528,3,good productgood shipping
2529,3,bayar kartu credit cicil
2530,3,cepat banget kirim barang ok thankyou lazada
2531,3,kredit gmana
2532,3,tolong deskripsi laptop plus garansi
2533,3,isi kotak leptop
2534,3,mantap bang nota nya
2535,3,mnerima televisi nya sayang televisi nya rusak ya rusak pas kirim gencet pas layar nyapadahal senwng banget sblumnya proses kembali mudah mudah dana nya cepat d terima psen apa kapok nasib lihat ulas orang barang nya bagus bagus
2536,3,barang terima sesuai gambar tera gratis voucher packing kurir voucher tolong cerah terimakasih
2537,3,sana d trima rda wktund trima brang d bungkus rapi kayu pas d coba barang lumayan bgus ganti salur rda
2538,3,barang datang telat estimasi keras antem operatoroverall puas belanja dilazadatvnya darat sempurna kondisi oke televisi murah inimantaplahkalo seh bilang televisi murah murahansaya apresiasi kredit point lazadayg tanggap layan keluh langgan
2539,3,barang terima terima barang cek bagus tidak barang langsung kasih doorprice klien
2540,3,paket lambat pesan kamis malam selasa sore br smp jne produk ny garis biru datar taruh balik untung hilang kl klaim garansi ny kartu garansi stempel nota beli
2541,3,terimakasih lazada barang nya alhamdulillah bagus cman gambar siar nya jernih
2542,3,usb koq pakai putar lagu gambar video aksesoris
2543,3,usbnya usb khusus
2544,3,remot rusak
2545,3,order barang kendala barang sesuai order
2546,3,puas layan lazada barang sesuwai
2547,3,body nya keren sihtapi kualitas gambar warna
2548,3,sayang usb movie lobang usb tigas servis jasa n d buku tunjuk coba support kecewa judul usb televisi keluar televisi jaman keluar serta fitur order pikir
2549,3,barang cek barang rumah
2550,3,terimakasih banget kirim sesuai estimasi
2551,3,barang pakai muas lampu deteksi nyala isi
2552,3,ya lemott habis ngetik tinggal huruf internet bolot menang layar sayang pakai pros a habis
2553,3,jujur laptop lot banget
2554,3,lumayan harga segitu
2555,3,lambat lot
2556,3,produk terima minggu lebih estimasi kirim itu ambil ekspedisi order transfer status pesan terima terima pesan noresi lacak follow up lazada ekspedisi nomor resi lacak ambil paket ekspedisi barang fungsi bonus tas laptop
2557,3,stok juragan
2558,3,ready juragan
2559,3,kirim cepat pakai express isi memory gb sanksi label hologram packaging nya san disk secure access folder dalam
2560,3,mantap barang pesan sesuai pict
2561,3,de yure gb de facto gb
2562,3,packing aman rapi memori gb sisa hilang
2563,3,maaf distu ko sistem pembyr kredit maksud ya
2564,3,barang oke sayang kirim minggu
2565,3,televisi tidal hidup layar gores packingnya pakai kayu patah kena banting salam prose kembali moga ganti
2566,3,i bought the asus and received it two days of order and all inclusions are there except microsoft word which were supposed be included the problem is that the microsoft word ppt excel was installed but the jual didnt give us the microsoft license or produk key we cant use the microsoft we wrote the sender many times but replied or answered mohon be aware
2567,3,prosecornya kecewa
2568,3,juragan laptop cd nya y
2569,3,sesuai deskripsi test read speed maksimal an mbps write speed mbps harga standar worth it
2570,3,sesuai kira barang sesuai deskripsi original cek aplikasi mantap terimakasih lazada
2571,3,beli rb lazada barang asli sandisk mesan rumah ongkos kirim gratis thnks lazada
2572,3,kirim nya kurang respon lzdnya
2573,3,original
2574,3,lambat
2575,3,full gb gb ya oke barang puas oke mantap
2576,3,kirim cepaaaat banget jam ko memori bawa pakai ya
2577,3,selamat mantaap terimakasih
2578,3,barang sesuai spesifikasi cepat
2579,3,barang terima baiksaya suka
2580,3,terimakasih barang nyampek cepat sesuai isi nyampek
2581,3,nomor komen packing good
2582,3,smntra mslhsmga awet
2583,3,standar
2584,3,muas
2585,3,ckp
2586,3,barang smpenya cepat lot ya responsif
2587,3,unit packaging aman bongkar mudah aman lancar ulas
2588,3,kapasitas gb sisa mana kirim lambat kirim sesuai estimasi cepat pesan batal mes kali
2589,3,terima kasih barang rabu order kamis terimakasih lazada barang kau pakai
2590,3,pesan sesuai serta stiker hologram ea coba lanjur kecewa kirim nya
2591,3,barang cepat sesuai pict sayang kartu garansi nya paket
2592,3,disyangkan gb merek kelas y mbak
2593,3,barang sesuai dicobain kirim barang kota tuju
2594,3,kartu garansi lebih oke
2595,3,pesan barang minggu terima selasa pagi packingnya bagus tau pas tes write readnya cantum pas tes write mbs readnya mbs ya tolong lazada tanggap
2596,3,microsd nya original didapetin pas harga murah tolong lazada diimprove sistem tracking kurir internal tolong serta invoice barang einvoice just in case
2597,3,pakai speed turun drastis performance lemah n moga ajj bad sector cek ni asli pa
2598,3,kirim super cepat barang original
2599,3,barang selamat packing rapih kecewa kirim santai respon lebih terimakasih lazada
2600,3,hari pesan alas kealamt tuju orang kirim kealamt uang ongkos kirim beda
2601,3,real kapasitas gb
2602,3,pengirimn cepat kapasitas tidk real gb
2604,3,barang sayang memori cm terimakasih y
2605,3,barang bagus sesuai kirim lelet banget
2606,3,kapasitas sesuai properties pc
2607,3,bagus sihsuka banget kirim cepat terimakasih
2609,3,barang ok gratis ongkir kurir terimakasih lazada kurir
2610,3,original sih nama tulis kemas gb pasang gb gb nya ghoib
2611,3,barang bagus kecewa kapasitas
2612,3,coba moga hasil bagus hehehe
2614,3,barang bagussayang kirim pler jne den ninja van butuh cepat
2615,3,barang packing kecewa dipacking kayu stelah lapis dus
2616,3,mohon kembali ongkos kirim rupiah sameday servis barang terima lambat terimakasih
2617,3,kirim sesuai laptop update os nya office trial
2618,3,kali pakai jasa kurir ninja xpreess kirim
2619,3,kali beli laptop online murah tapiiiiiiiii tombol at tulis simbol email sistem lazada pencet muncul pencet muncul at jarak tombol banget pegimane ya retur iya lolos qc kecewa asus center bongkar
2620,3,alhamdulillah barang selamat barang oke sayang kecewa produk microsoftnya registrasi mohon puas full langgan
2621,3,suara nya ituloh nahaaaaaaaaaaaaaaaan wkkwkwkwk
2622,3,barang tujuancepat pengirimannyapacking rapih cm uji terimakasih ya juragan mudah mudahn awet
2623,3,nyimpan video
2624,3,pengrma cepat sesuai deskipsi gambar moga cepat rusak
2625,3,kirim cepat flashdisknya trobel anggur
2626,3,lumayan
2627,3,barang cepat target coba nya lancar jaya terimakasih nyesal klau beli dapat klau tau
2628,3,file baca file hasil save flashdisk sisa nya masuk nama file gagal input flashdisk
2629,3,barang nya terima kasih lazada fd gb error baca syukur cman bonusuntung gb baca otg hp moto gs plus mnggkin suport ataw lahyaa sesuai harga
2630,3,terima kasih pesan sampaitapi bonus flashdisk gb rusak flashdisk gb otg fungsi
2631,3,gb paks nyimpen file
2632,3,terimakasih lazada
2633,3,fd gb rusak pakai tolong kirim ulang
2634,3,packet harga murah bonus nya sempet coba sih tau ya
2635,3,flash disk gbnya fungsi
2636,3,sekarep mu dewek mas bonus gb pakai langsung error
2637,3,moga awet
2638,3,barang sesuai gambar cm proses copy file
2639,3,mohon jual yaa makasihhh
2640,3,lumayan
2641,3,kirim
2642,3,kirim kemas oke barang flashdisk toshiba nyala lampu kuning merah tau barang asli kau dosa tanggung nipu
2644,3,bagustapi salah pilih d butuh usb
2645,3,kendor
2646,3,sesuai pesan pesan hayabusa model
2647,3,lumayan okey barang bagus tas and mouse
2648,3,flashdisk nya mantap koneksi handphone baca
